candidato,criterio_match,id,marca,modelo_consulta,motivo,nivel_match,passou
UNO MILLE FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2012 | FIAT | UNO | MILLE FIRE ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Fire Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
VOYAGE 1.6,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO VOYAGE | 1 6 | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Voyage 1.6 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
VOYAGE COMFORTLINE,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO VOYAGE | COMFORTLINE | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Voyage Comfortline 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
NOVO VOYAGE CITY,exato,2012 | VOLKSWAGEN | NOVO VOYAGE | CITY | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Voyage City 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
VOYAGE I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO VOYAGE | I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Voyage I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: MOTION, VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
VOYAGE COMFORTLINE I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO VOYAGE | COMFORTLINE I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Voyage Comfortline I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: MOTION, VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO VOYAGE CITY I-MOTION,exato,2012 | VOLKSWAGEN | NOVO VOYAGE | CITY I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Voyage City I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, MOTION, VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FUSION HYBRID,exato,2012 | FORD | FUSION | HYBRID | 2 5 16V | CVT | GASOLINA,FORD,Fusion Hybrid 2.5-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FUSION; designação comercial exata; modelo/família compatível; híbrido convencional compatível; motor compatível; transmissão compatível,alto,True
FOCUS HATCH HC,exato,2012 | FORD | FOCUS HATCH | HC | 1 6 16V | M-5 | FLEX,FORD,Focus Hatch HC 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS SEDAN FC,exato,2012 | FORD | FOCUS SEDAN | FC | 1 6 16V | M-5 | FLEX,FORD,Focus Sedan FC 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
FOCUS HATCH HC,exato,2012 | FORD | FOCUS HATCH | HC | 2 0 16V | M-5 | FLEX,FORD,Focus Hatch HC 2.0-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS SEDAN FC,exato,2012 | FORD | FOCUS SEDAN | FC | 2 0 16V | M-5 | FLEX,FORD,Focus Sedan FC 2.0-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
CIVIC LXS,exato,2012 | HONDA | CIVIC | LXS | 1 8 16V | A-5 | FLEX,HONDA,Civic LXS 1.8-16V A-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC, LXS; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
CIVIC LXL,exato,2012 | HONDA | CIVIC | LXL | 1 8 16V | A-5 | FLEX,HONDA,Civic LXL 1.8-16V A-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CIVIC EXS,exato,2012 | HONDA | CIVIC | EXS | 1 8 16V | A-5 | FLEX,HONDA,Civic EXS 1.8-16V A-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC, EXS; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
CIVIC LXS,exato,2012 | HONDA | CIVIC | LXS | 1 8 16V | M-5 | FLEX,HONDA,Civic LXS 1.8-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC, LXS; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
CIVIC LXL,exato,2012 | HONDA | CIVIC | LXL | 1 8 16V | M-5 | FLEX,HONDA,Civic LXL 1.8-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CERATO EX3,exato,2012 | KIA | CERATO | EX3 | 1 6 16V | M-6 | GASOLINA,KIA,Cerato EX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO LX3,exato,2012 | KIA | CERATO | LX3 | 1 6 16V | M-6 | GASOLINA,KIA,Cerato LX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO SX3,exato,2012 | KIA | CERATO | SX3 | 1 6 16V | M-6 | GASOLINA,KIA,Cerato SX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: SX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO EX3,exato,2012 | KIA | CERATO | EX3 | 1 6 16V | A-6 | GASOLINA,KIA,Cerato EX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO LX3,exato,2012 | KIA | CERATO | LX3 | 1 6 16V | A-6 | GASOLINA,KIA,Cerato LX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO SX3,exato,2012 | KIA | CERATO | SX3 | 1 6 16V | A-6 | GASOLINA,KIA,Cerato SX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: SX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
3008 THP ALLURE,exato,2012 | PEUGEOT | 3008 | THP ALLURE | 1 6 16V | A-6 | GASOLINA,PEUGEOT,3008 THP Allure 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 3008; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
3008 THP GRIFFE,exato,2012 | PEUGEOT | 3008 | THP GRIFFE | 1 6 16V | A-6 | GASOLINA,PEUGEOT,3008 THP Griffe 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 3008; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
RCZ THP,exato,2012 | PEUGEOT | RCZ | THP | 1 6 16V | A-6 | GASOLINA,PEUGEOT,RCZ THP 1.6-16V A-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: RCZ, THP; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
308 CC THP,exato,2012 | PEUGEOT | 308 CC | THP | 1 6 16V | A-6 | GASOLINA,PEUGEOT,308 CC THP 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 308; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
508 THP,exato,2012 | PEUGEOT | 508 | THP | 1 6 16V | A-6 | GASOLINA,PEUGEOT,508 THP 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 508; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
FLUENCE DYNAMIQUE,exato,2012 | RENAULT | FLUENCE | DYNAMIQUE | 2 0 16V | M-6 | FLEX,RENAULT,Fluence Dynamique 2.0-16V M-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: DYNAMIQUE, FLUENCE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
MEGANE GRAND TOUR EXPRESSION,exato,2012 | RENAULT | MEGANE GRAND TOUR | EXPRESSION | 1 6 16V | M-5 | FLEX,RENAULT,Megane Grand Tour Expression 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: EXPRESSION, GRAND, MEGANE, TOUR; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
MEGANE GRAND TOUR DYNAMIQUE,exato,2012 | RENAULT | MEGANE GRAND TOUR | DYNAMIQUE | 1 6 16V | M-5 | FLEX,RENAULT,Megane Grand Tour Dynamique 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: DYNAMIQUE, GRAND, MEGANE, TOUR; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
COROLLA GLI,exato,2012 | TOYOTA | COROLLA | GLI | 1 8 16V | M-6 | FLEX,TOYOTA,Corolla Gli 1.8-16V M-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COROLLA, GLI; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
COROLLA XLI,exato,2012 | TOYOTA | COROLLA | XLI | 1 8 16V | M-6 | FLEX,TOYOTA,Corolla XLi 1.8-16V M-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COROLLA, XLI; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
COROLLA GLI,exato,2012 | TOYOTA | COROLLA | GLI | 1 8 16V | A-4 | FLEX,TOYOTA,Corolla Gli 1.8-16V A-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COROLLA, GLI; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
COROLLA XLI,exato,2012 | TOYOTA | COROLLA | XLI | 1 8 16V | A-4 | FLEX,TOYOTA,Corolla XLi 1.8-16V A-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: COROLLA, XLI; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
CAMRY XLE,exato,2012 | TOYOTA | CAMRY | XLE | 3 5 24V | A-6 | GASOLINA,TOYOTA,Camry XLE 3.5-24V A-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CAMRY, XLE; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
NOVO IDEA ADVENTURE,exato,2012 | FIAT | NOVO IDEA | ADVENTURE | 1 8 16V | M-5 | FLEX,FIAT,Novo Idea Adventure 1.8-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ADVENTURE, IDEA; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
PALIO ADVENTURE,exato,2012 | FIAT | PALIO | ADVENTURE | 1 8 16V | M-5 | FLEX,FIAT,Palio Adventure 1.8-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ADVENTURE, PALIO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
PALIO ADVENTURE DUALOGIC,exato,2012 | FIAT | PALIO | ADVENTURE DUALOGIC | 1 8 16V | MTA-5 | FLEX,FIAT,Palio Adventure Dualogic 1.8-16V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ADVENTURE, PALIO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
STRADA ADVENTURE,exato,2012 | FIAT | STRADA | ADVENTURE | 1 8 16V | M-5 | FLEX,FIAT,Strada Adventure 1.8-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ADVENTURE, STRADA; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
STRADA ADVENTURE CABINE DUPLA,exato,2012 | FIAT | STRADA | ADVENTURE CABINE DUPLA | 1 8 16V | M-5 | FLEX,FIAT,Strada Adventure Cabine Dupla 1.8-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ADVENTURE, DUPLA, STRADA; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
STRADA ADVENTURE C DUPLA DUALOGIC,exato,2012 | FIAT | STRADA | ADVENTURE C DUPLA DUALOGIC | 1 8 16V | MTA-5 | FLEX,FIAT,Strada Adventure C Dupla Dualogic 1.8-16V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ADVENTURE, DUPLA, STRADA; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
NEW ECOSPORT S,exato,2012 | FORD | NEW ECOSPORT | S | 1 6 16V | M-5 | FLEX,FORD,New Ecosport S 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW ECOSPORT SE,exato,2012 | FORD | NEW ECOSPORT | SE | 1 6 16V | M-5 | FLEX,FORD,New Ecosport SE 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW ECOSPORT FREESTYLE,conservador_por_familia,2012 | FORD | NEW ECOSPORT | FREESTYLE | 1 6 16V | M-5 | FLEX,FORD,New Ecosport Freestyle 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT, FREESTYLE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos da mesma família resolvidos por critério conservador de consumo",alto,True
NEW ECOSPORT TITANIUM,exato,2012 | FORD | NEW ECOSPORT | TITANIUM | 1 6 16V | M-5 | FLEX,FORD,New Ecosport Titanium 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
ECOSPORT XL,exato,2012 | FORD | ECOSPORT | XL | 1 6 8V | M-5 | FLEX,FORD,Ecosport XL 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
ECOSPORT XLS,exato,2012 | FORD | ECOSPORT | XLS | 1 6 8V | M-5 | FLEX,FORD,Ecosport XLS 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
ECOSPORT XLT,exato,2012 | FORD | ECOSPORT | XLT | 1 6 8V | M-5 | FLEX,FORD,Ecosport XLT 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT, XLT; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
ECOSPORT FREESTYLE,conservador_por_familia,2012 | FORD | ECOSPORT | FREESTYLE | 1 6 8V | M-5 | FLEX,FORD,Ecosport FreeStyle 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT, FREESTYLE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos da mesma família resolvidos por critério conservador de consumo",alto,True
ECOSPORT XLT,exato,2012 | FORD | ECOSPORT | XLT | 2 0 16V | M-5 | FLEX,FORD,Ecosport XLT 2.0-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT, XLT; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
ECOSPORT FREESTYLE,exato,2012 | FORD | ECOSPORT | FREESTYLE | 2 0 16V | M-5 | FLEX,FORD,Ecosport FreeStyle 2.0-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT, FREESTYLE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
ECOSPORT XLT,exato,2012 | FORD | ECOSPORT | XLT | 2 0 16V | A-4 | FLEX,FORD,Ecosport XLT 2.0-16V A-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT, XLT; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
ECOSPORT FREESTYLE,exato,2012 | FORD | ECOSPORT | FREESTYLE | 2 0 16V | A-4 | FLEX,FORD,Ecosport FreeStyle 2.0-16V A-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECOSPORT, FREESTYLE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
SPORTAGE EX,exato,2012 | KIA | SPORTAGE | EX | 2 0 16V | M-6 | FLEX,KIA,Sportage EX 2.0-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SPORTAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SPORTAGE LX,exato,2012 | KIA | SPORTAGE | LX | 2 0 16V | M-6 | FLEX,KIA,Sportage LX 2.0-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SPORTAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SPORTAGE EX,exato,2012 | KIA | SPORTAGE | EX | 2 0 16V | A-6 | FLEX,KIA,Sportage EX 2.0-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SPORTAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SPORTAGE LX,exato,2012 | KIA | SPORTAGE | LX | 2 0 16V | A-6 | FLEX,KIA,Sportage LX 2.0-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SPORTAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
DUSTER DYNAMIQUE 4X2,exato,2012 | RENAULT | DUSTER | DYNAMIQUE 4X2 | 2 0 16V | M-6 | FLEX,RENAULT,Duster Dynamique 4x2 2.0-16V M-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: DUSTER, DYNAMIQUE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
DOBLO ESSENCE,exato,2012 | FIAT | DOBLO | ESSENCE | 1 8 16V | M-5 | FLEX,FIAT,Doblo Essence 1.8-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: DOBLO, ESSENCE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
ECOSPORT 4WD,exato,2012 | FORD | ECOSPORT | 4WD | 2 0 16V | M-5 | FLEX,FORD,Ecosport 4WD 2.0-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 4WD; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
SORENTO EX2 G17,exato,2012 | KIA | SORENTO | EX2 G17 | 2 4 16V | A-6 | GASOLINA,KIA,Sorento EX2 G17 2.4-16V A-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX2, G17; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
SORENTO LX2 G17,exato,2012 | KIA | SORENTO | LX2 G17 | 2 4 16V | A-6 | GASOLINA,KIA,Sorento LX2 G17 2.4-16V A-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: G17, LX2; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
DUSTER DYNAMIQUE 4X4,exato,2012 | RENAULT | DUSTER | DYNAMIQUE 4X4 | 2 0 16V | M-6 | FLEX,RENAULT,Duster Dynamique 4x4 2.0-16V M-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: DUSTER, DYNAMIQUE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
RAV4 -,exato,2012 | TOYOTA | RAV4 |  | 2 4 16V | A-4 | GASOLINA,TOYOTA,Rav4 - 2.4-16V A-4,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: RAV4; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
DOBLO CARGO,exato,2012 | FIAT | DOBLO | CARGO | 1 4 8V | M-5 | FLEX,FIAT,Doblo Cargo 1.4-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CARGO, DOBLO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
RANGER CABINE SIMPLES,exato,2012 | FORD | RANGER | CABINE SIMPLES | 2 3 16V | M-5 | GASOLINA,FORD,Ranger Cabine Simples 2.3-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: RANGER, SIMPLES; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
RANGER CABINE DUPLA,exato,2012 | FORD | RANGER | CABINE DUPLA | 2 3 16V | M-5 | GASOLINA,FORD,Ranger Cabine Dupla 2.3-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: DUPLA, RANGER; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
KANGOO EXPRESS,exato,2012 | RENAULT | KANGOO | EXPRESS | 1 6 16V | M-5 | FLEX,RENAULT,Kangoo Express 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: EXPRESS, KANGOO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
KOMBI STANDARD,exato,2012 | VOLKSWAGEN | KOMBI | STANDARD | 1 4 8V | M-4 | FLEX,VOLKSWAGEN,Kombi Standard 1.4-8V M-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: KOMBI, STANDARD; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
KOMBI FURGÃO,exato,2012 | VOLKSWAGEN | KOMBI | FURGAO | 1 4 8V | M-4 | FLEX,VOLKSWAGEN,Kombi Furgão 1.4-8V M-4,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: KOMBI; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
KOMBI ESCOLAR,exato,2012 | VOLKSWAGEN | KOMBI | ESCOLAR | 1 4 8V | M-4 | FLEX,VOLKSWAGEN,Kombi Escolar 1.4-8V M-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ESCOLAR, KOMBI; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
KOMBI LOTAÇÃO,exato,2012 | VOLKSWAGEN | KOMBI | LOTACAO | 1 4 8V | M-4 | FLEX,VOLKSWAGEN,Kombi Lotação 1.4-8V M-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: KOMBI, LOTACAO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
KOMBI AMBULÂNCIA,exato,2012 | VOLKSWAGEN | KOMBI | AMBULANCIA | 1 4 8V | M-4 | FLEX,VOLKSWAGEN,Kombi Ambulância 1.4-8V M-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: AMBULANCIA, KOMBI; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FIORINO FURGÃO,exato,2012 | FIAT | FIORINO | FURGAO | 1 3 8V | M-5 | FLEX,FIAT,Fiorino Furgão 1.3-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FIORINO; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
